"key";"de";"en";"de_f";"it";"es"
"TFSS_0033_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0033_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0033_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0033_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0033_PROMPT";"Ich hatte die totale Kontrolle über meinen Körper.";"I felt in total control of my body.";"Ich hatte die totale Kontrolle über meinen Körper.";"I felt in total control of my body.";"I felt in total control of my body."
"TFSS_0034_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0034_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0034_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0034_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0034_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0034_PROMPT";"Ich machte mir keine Gedanken darüber, was andere von mir denken könnten.";"I was not worried about what others may have been thinking of me.";"Ich machte mir keine Gedanken darüber, was andere von mir denken könnten.";"I was not worried about what others may have been thinking of me.";"I was not worried about what others may have been thinking of me."
"TFSS_0035_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0035_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0035_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0035_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0035_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0035_PROMPT";"Manchmal schien es fast, als liefen die Dinge in Zeitlupe ab.";"At times, it almost seemed like things were happening in slow motion.";"Manchmal schien es fast, als liefen die Dinge in Zeitlupe ab.";"At times, it almost seemed like things were happening in slow motion.";"At times, it almost seemed like things were happening in slow motion."
"TFSS_0036_CHOICE1";"Stimme gar nicht zu";"Strongly disagree";"Stimme gar nicht zu";"Strongly disagree";"Strongly disagree"
"TFSS_0036_CHOICE2";"Stimme nicht zu";"Disagree";"Stimme nicht zu";"Disagree";"Disagree"
"TFSS_0036_CHOICE3";"Weder noch";"Neither agree nor disagree";"Weder noch";"Neither agree nor disagree";"Neither agree nor disagree"
"TFSS_0036_CHOICE4";"Stimme zu";"Agree";"Stimme zu";"Agree";"Agree"
"TFSS_0036_CHOICE5";"Stimme voll zu";"Strongly agree";"Stimme voll zu";"Strongly agree";"Strongly agree"
"TFSS_0036_PROMPT";"Ich empfand diese Erfahrung als äußerst bereichernd.";"I found the experience extremely rewarding.";"Ich empfand diese Erfahrung als äußerst bereichernd.";"I found the experience extremely rewarding.";"I found the experience extremely rewarding."
